Data,Máxima,Mínima,Previsão
2021.12.10 02:00:00,1.12952,1.12877,1.1292658
2021.12.10 02:15:00,1.12952,1.12861,1.1292257
2021.12.10 02:30:00,1.12952,1.12861,1.1293328
2021.12.10 02:45:00,1.12952,1.12861,1.129361
2021.12.10 03:00:00,1.12962,1.12861,1.129004
2021.12.10 03:15:00,1.12975,1.12869,1.1289337
2021.12.10 03:30:00,1.12975,1.12913,1.1291039
2021.12.10 03:45:00,1.12975,1.12928,1.1292841
2021.12.10 04:00:00,1.13009,1.12941,1.1294655
2021.12.10 04:15:00,1.13009,1.12941,1.1296104
2021.12.10 04:30:00,1.13009,1.12941,1.1295911
2021.12.10 04:45:00,1.13009,1.12949,1.1295091
2021.12.10 05:00:00,1.13009,1.12966,1.1298339
2021.12.10 05:15:00,1.12995,1.12948,1.1298288
2021.12.10 05:30:00,1.12995,1.12948,1.1298331
2021.12.10 05:45:00,1.12984,1.12948,1.1297747
2021.12.10 06:00:00,1.12983,1.12948,1.1297383
2021.12.10 06:15:00,1.12983,1.12953,1.129577
2021.12.10 06:30:00,1.12985,1.12959,1.1295778
2021.12.10 06:45:00,1.13,1.12959,1.1296159
2021.12.10 07:00:00,1.1302,1.12935,1.1297213
2021.12.10 07:15:00,1.1302,1.12935,1.1297193
2021.12.10 07:30:00,1.1302,1.12935,1.1297543
2021.12.10 07:45:00,1.1302,1.12935,1.1298321
2021.12.10 08:00:00,1.13001,1.12938,1.1296278
2021.12.10 08:15:00,1.12989,1.12882,1.1296663
2021.12.10 08:30:00,1.12988,1.1286,1.1296916
2021.12.10 08:45:00,1.12988,1.12856,1.1296898
2021.12.10 09:00:00,1.12972,1.12856,1.1296458
2021.12.10 09:15:00,1.12962,1.12856,1.1292174
2021.12.10 09:30:00,1.12962,1.12856,1.1289061
2021.12.10 09:45:00,1.12962,1.12858,1.1287514
2021.12.10 10:00:00,1.12962,1.12838,1.1290735
2021.12.10 10:15:00,1.12962,1.12825,1.1293192
2021.12.10 10:30:00,1.12939,1.12825,1.1290483
2021.12.10 10:45:00,1.12884,1.12797,1.1288943
2021.12.10 11:00:00,1.12875,1.12797,1.128588
2021.12.10 11:15:00,1.12871,1.12775,1.1285243
2021.12.10 11:30:00,1.12864,1.12732,1.128498
2021.12.10 11:45:00,1.12841,1.12705,1.1282436
2021.12.10 12:00:00,1.12819,1.12644,1.1281624
2021.12.10 12:15:00,1.12806,1.12644,1.1279765
2021.12.10 12:30:00,1.12748,1.12644,1.127657
2021.12.10 12:45:00,1.12737,1.12644,1.1272306
2021.12.10 13:00:00,1.12737,1.1266,1.1268291
2021.12.10 13:15:00,1.12756,1.1266,1.126974
2021.12.10 13:30:00,1.12756,1.1266,1.1269466
2021.12.10 13:45:00,1.12761,1.1266,1.1268915
2021.12.10 14:00:00,1.12787,1.12668,1.126776
2021.12.10 14:15:00,1.12792,1.12695,1.1271855
2021.12.10 14:30:00,1.12792,1.12658,1.1272318
2021.12.10 14:45:00,1.13086,1.12658,1.1273874
2021.12.10 15:00:00,1.13086,1.12658,1.127664
2021.12.10 15:15:00,1.13086,1.12658,1.1274428
2021.12.10 15:30:00,1.13086,1.12671,1.1269358
2021.12.10 15:45:00,1.1301,1.1275,1.1281433
2021.12.10 16:00:00,1.1301,1.12694,1.1287858
2021.12.10 16:15:00,1.13039,1.12694,1.1291709
2021.12.10 16:30:00,1.13064,1.12694,1.1284796
2021.12.10 16:45:00,1.13064,1.12694,1.1278665
2021.12.10 17:00:00,1.13064,1.1283,1.128103
2021.12.10 17:15:00,1.13136,1.12898,1.1294914
2021.12.10 17:30:00,1.13167,1.12898,1.1300541
2021.12.10 17:45:00,1.13208,1.12959,1.1297235
2021.12.10 18:00:00,1.13233,1.12994,1.129947
2021.12.10 18:15:00,1.13233,1.13098,1.1307365
2021.12.10 18:30:00,1.13233,1.13098,1.1312807
2021.12.10 18:45:00,1.13233,1.13098,1.1317246
2021.12.10 19:00:00,1.13207,1.13098,1.1314566
2021.12.10 19:15:00,1.13218,1.13118,1.1314554
2021.12.10 19:30:00,1.13221,1.13138,1.1314943
2021.12.10 19:45:00,1.13221,1.13149,1.1317071
2021.12.10 20:00:00,1.13221,1.13133,1.1317279
2021.12.10 20:15:00,1.13221,1.13121,1.1319337
2021.12.10 20:30:00,1.13212,1.13094,1.1319416
2021.12.10 20:45:00,1.13171,1.13094,1.1317992
2021.12.10 21:00:00,1.13161,1.13091,1.131502
2021.12.10 21:15:00,1.13137,1.13091,1.131334
2021.12.10 21:30:00,1.13137,1.13091,1.1310469
2021.12.10 21:45:00,1.13146,1.13091,1.1311399
2021.12.10 22:00:00,1.13174,1.13098,1.131062
2021.12.10 22:15:00,1.13174,1.13099,1.1311351
2021.12.10 22:30:00,1.13174,1.13113,1.1311327
2021.12.10 22:45:00,1.13187,1.13132,1.1312909
2021.12.10 23:00:00,1.13187,1.13137,1.131503
2021.12.10 23:15:00,1.13187,1.13053,1.1314911
2021.12.10 23:30:00,1.13187,1.1305,1.1315607
2021.12.10 23:45:00,1.13174,1.1305,1.1316483
2021.12.13 00:00:00,1.13139,1.1305,1.1314987
2021.12.13 00:15:00,1.13147,1.1305,1.1308475
2021.12.13 00:30:00,1.13181,1.13065,1.1308353
2021.12.13 00:45:00,1.13184,1.13088,1.130839
2021.12.13 01:00:00,1.13184,1.1309,1.130995
2021.12.13 01:15:00,1.13184,1.13084,1.1312052
2021.12.13 01:30:00,1.13184,1.13084,1.1315935
2021.12.13 01:45:00,1.13167,1.13084,1.1316535
2021.12.13 02:00:00,1.13134,1.13072,1.1312245
2021.12.13 02:15:00,1.13134,1.13066,1.1311439
2021.12.13 02:30:00,1.13116,1.13065,1.1311455
2021.12.13 02:45:00,1.13122,1.13065,1.1310785
2021.12.13 03:00:00,1.13123,1.13019,1.1308635
2021.12.13 03:15:00,1.13123,1.13019,1.1307461
2021.12.13 03:30:00,1.13123,1.13009,1.1308507
2021.12.13 03:45:00,1.13123,1.12966,1.1310611
2021.12.13 04:00:00,1.1305,1.12946,1.1306684
2021.12.13 04:15:00,1.13034,1.12927,1.1303535
2021.12.13 04:30:00,1.13019,1.12927,1.130201
2021.12.13 04:45:00,1.12976,1.12927,1.1298608
2021.12.13 05:00:00,1.12977,1.12927,1.1295662
2021.12.13 05:15:00,1.12984,1.12949,1.1295295
2021.12.13 05:30:00,1.12984,1.12951,1.1295824
2021.12.13 05:45:00,1.12984,1.12917,1.1296434
2021.12.13 06:00:00,1.12984,1.12914,1.1296737
2021.12.13 06:15:00,1.12982,1.12914,1.1297212
2021.12.13 06:30:00,1.12983,1.12914,1.1296419
2021.12.13 06:45:00,1.12984,1.12914,1.129348
2021.12.13 07:00:00,1.1299,1.12936,1.1293035
2021.12.13 07:15:00,1.1299,1.12936,1.1294197
2021.12.13 07:30:00,1.1299,1.12896,1.1296605
2021.12.13 07:45:00,1.1299,1.12853,1.1297376
2021.12.13 08:00:00,1.12968,1.12841,1.1296964
2021.12.13 08:15:00,1.12944,1.12831,1.1294818
2021.12.13 08:30:00,1.129,1.12831,1.1291445
2021.12.13 08:45:00,1.12881,1.12831,1.1288112
2021.12.13 09:00:00,1.12908,1.12831,1.1285512
2021.12.13 09:15:00,1.12921,1.12834,1.1284827
2021.12.13 09:30:00,1.12921,1.12848,1.12861
2021.12.13 09:45:00,1.12921,1.12794,1.1286296
2021.12.13 10:00:00,1.12921,1.12733,1.128841
2021.12.13 10:15:00,1.12919,1.12692,1.1289608
2021.12.13 10:30:00,1.12883,1.12594,1.1288028
2021.12.13 10:45:00,1.12811,1.12594,1.1283015
2021.12.13 11:00:00,1.12746,1.12594,1.1276549
2021.12.13 11:15:00,1.12723,1.12594,1.1271755
2021.12.13 11:30:00,1.12721,1.12615,1.1265556
2021.12.13 11:45:00,1.12721,1.12618,1.1264803
2021.12.13 12:00:00,1.12721,1.12618,1.1266475
2021.12.13 12:15:00,1.12703,1.12618,1.1268783
2021.12.13 12:30:00,1.12758,1.12618,1.1267747
2021.12.13 12:45:00,1.12784,1.12627,1.1265479
2021.12.13 13:00:00,1.12791,1.12627,1.1267459
2021.12.13 13:15:00,1.12794,1.12658,1.1268014
2021.12.13 13:30:00,1.12814,1.12718,1.1272248
2021.12.13 13:45:00,1.12874,1.12718,1.1274084
2021.12.13 14:00:00,1.12874,1.12718,1.127474
2021.12.13 14:15:00,1.12874,1.12746,1.12758
2021.12.13 14:30:00,1.12874,1.12746,1.1278416
2021.12.13 14:45:00,1.12914,1.12746,1.1283642
2021.12.13 15:00:00,1.12914,1.1275,1.1279302
2021.12.13 15:15:00,1.12955,1.12763,1.1277362
2021.12.13 15:30:00,1.12969,1.12791,1.1278458
2021.12.13 15:45:00,1.12969,1.12817,1.1286479
2021.12.13 16:00:00,1.12969,1.12788,1.1285334
2021.12.13 16:15:00,1.12969,1.12756,1.128995
2021.12.13 16:30:00,1.12932,1.12743,1.1291691
2021.12.13 16:45:00,1.12932,1.12743,1.1287606
2021.12.13 17:00:00,1.12912,1.12723,1.1286112
2021.12.13 17:15:00,1.12912,1.12723,1.1279993
2021.12.13 17:30:00,1.12935,1.12723,1.1281931
2021.12.13 17:45:00,1.12971,1.12723,1.1285641
2021.12.13 18:00:00,1.12972,1.12734,1.127938
2021.12.13 18:15:00,1.12979,1.12818,1.1279732
2021.12.13 18:30:00,1.13066,1.12918,1.128799
2021.12.13 18:45:00,1.13066,1.12925,1.1294379
2021.12.13 19:00:00,1.13066,1.12923,1.1295235
2021.12.13 19:15:00,1.13066,1.12906,1.1295552
2021.12.13 19:30:00,1.13056,1.12906,1.1300868
2021.12.13 19:45:00,1.13008,1.12906,1.1301384
2021.12.13 20:00:00,1.12992,1.12906,1.1295797
2021.12.13 20:15:00,1.12992,1.12915,1.1293514
2021.12.13 20:30:00,1.12986,1.12906,1.1296148
2021.12.13 20:45:00,1.12973,1.12906,1.1295177
2021.12.13 21:00:00,1.12942,1.12863,1.1294507
2021.12.13 21:15:00,1.12931,1.12863,1.1292404
2021.12.13 21:30:00,1.12931,1.1286,1.129151
2021.12.13 21:45:00,1.12912,1.12848,1.1291298
2021.12.13 22:00:00,1.12902,1.12814,1.1288162
2021.12.13 22:15:00,1.12898,1.1281,1.1288283
2021.12.13 22:30:00,1.12895,1.1281,1.1287353
2021.12.13 22:45:00,1.12886,1.1281,1.1286253
2021.12.13 23:00:00,1.12868,1.1281,1.1284362
2021.12.13 23:15:00,1.12868,1.128,1.1284541
2021.12.13 23:30:00,1.1286,1.128,1.1285208
2021.12.13 23:45:00,1.1286,1.128,1.1284317
2021.12.14 00:00:00,1.12831,1.128,1.1284418
2021.12.14 00:15:00,1.12829,1.12814,1.1281818
2021.12.14 00:30:00,1.12836,1.12807,1.1282002
2021.12.14 00:45:00,1.12836,1.12807,1.1282103
2021.12.14 01:00:00,1.12836,1.12807,1.1281875
2021.12.14 01:15:00,1.12842,1.12807,1.1282185
2021.12.14 01:30:00,1.12842,1.12804,1.1281555
2021.12.14 01:45:00,1.12842,1.12789,1.1281714
2021.12.14 02:00:00,1.12842,1.1273,1.1282105
2021.12.14 02:15:00,1.12841,1.1273,1.1283015
2021.12.14 02:30:00,1.1282,1.1273,1.1282107
2021.12.14 02:45:00,1.12803,1.1273,1.1280214
2021.12.14 03:00:00,1.12825,1.12743,1.1277074
2021.12.14 03:15:00,1.12828,1.12743,1.1277057
2021.12.14 03:30:00,1.12828,1.12743,1.1277934
2021.12.14 03:45:00,1.12828,1.12758,1.1277034
2021.12.14 04:00:00,1.12828,1.12777,1.1279501
2021.12.14 04:15:00,1.12829,1.12765,1.1280242
2021.12.14 04:30:00,1.12829,1.1276,1.1279532
2021.12.14 04:45:00,1.12829,1.12754,1.1278987
2021.12.14 05:00:00,1.12829,1.12704,1.1280463
2021.12.14 05:15:00,1.12794,1.12704,1.1278563
2021.12.14 05:30:00,1.12794,1.12704,1.1276898
2021.12.14 05:45:00,1.12756,1.12704,1.1276398
2021.12.14 06:00:00,1.12771,1.12716,1.1273305
2021.12.14 06:15:00,1.12771,1.12716,1.1273886
2021.12.14 06:30:00,1.12771,1.1272,1.1273005
2021.12.14 06:45:00,1.1278,1.12745,1.1273997
2021.12.14 07:00:00,1.12806,1.12751,1.1275678
2021.12.14 07:15:00,1.12825,1.12751,1.1276252
2021.12.14 07:30:00,1.12825,1.12763,1.127629
2021.12.14 07:45:00,1.12825,1.12763,1.1276935
2021.12.14 08:00:00,1.12825,1.12744,1.1277716
2021.12.14 08:15:00,1.12822,1.12725,1.1279669
2021.12.14 08:30:00,1.12817,1.12725,1.1280266
2021.12.14 08:45:00,1.12808,1.12712,1.1280215
2021.12.14 09:00:00,1.12767,1.12699,1.1277511
2021.12.14 09:15:00,1.12762,1.12655,1.1274728
2021.12.14 09:30:00,1.12803,1.12655,1.1274303
2021.12.14 09:45:00,1.12822,1.12655,1.1273752
2021.12.14 10:00:00,1.12831,1.12655,1.1271709
2021.12.14 10:15:00,1.12867,1.1269,1.1268891
2021.12.14 10:30:00,1.12922,1.1275,1.1274664
2021.12.14 10:45:00,1.12979,1.12768,1.1279039
2021.12.14 11:00:00,1.13036,1.12776,1.1280432
2021.12.14 11:15:00,1.13145,1.12841,1.1283267
2021.12.14 11:30:00,1.13145,1.12913,1.1288481
2021.12.14 11:45:00,1.13153,1.12949,1.1294101
2021.12.14 12:00:00,1.1316,1.12999,1.1298779
2021.12.14 12:15:00,1.13167,1.13092,1.1308032
2021.12.14 12:30:00,1.13218,1.13095,1.1310072
2021.12.14 12:45:00,1.13227,1.13115,1.1312569
2021.12.14 13:00:00,1.13232,1.13116,1.1313443
2021.12.14 13:15:00,1.13232,1.1313,1.1313463
2021.12.14 13:30:00,1.13232,1.1312,1.1317382
2021.12.14 13:45:00,1.13232,1.1312,1.1319549
2021.12.14 14:00:00,1.13194,1.13078,1.1318775
2021.12.14 14:15:00,1.13175,1.13073,1.1316663
2021.12.14 14:30:00,1.13175,1.13039,1.1313542
2021.12.14 14:45:00,1.13175,1.13039,1.1314206
2021.12.14 15:00:00,1.13166,1.13039,1.1311271
2021.12.14 15:15:00,1.13166,1.12963,1.1309024
2021.12.14 15:30:00,1.13166,1.1295,1.1307795
2021.12.14 15:45:00,1.13131,1.12945,1.1309832
2021.12.14 16:00:00,1.13082,1.12945,1.1308349
2021.12.14 16:15:00,1.13029,1.12945,1.1302385
2021.12.14 16:30:00,1.13029,1.1289,1.1297626
2021.12.14 16:45:00,1.13029,1.12779,1.1298938
2021.12.14 17:00:00,1.13017,1.12704,1.1299297
2021.12.14 17:15:00,1.12972,1.12704,1.1298409
2021.12.14 17:30:00,1.129,1.12675,1.1292634
2021.12.14 17:45:00,1.12795,1.12664,1.1283518
2021.12.14 18:00:00,1.12755,1.1264,1.1275017
2021.12.14 18:15:00,1.12744,1.1264,1.1273649
2021.12.14 18:30:00,1.12746,1.1264,1.1270118
2021.12.14 18:45:00,1.12759,1.1264,1.1270276
2021.12.14 19:00:00,1.12759,1.12655,1.1267332
2021.12.14 19:15:00,1.12759,1.1267,1.1270293
2021.12.14 19:30:00,1.12759,1.12645,1.1270833
2021.12.14 19:45:00,1.12747,1.12635,1.1273003
2021.12.14 20:00:00,1.1271,1.12633,1.127169
2021.12.14 20:15:00,1.12687,1.1259,1.1269207
2021.12.14 20:30:00,1.12666,1.12588,1.1266252
2021.12.14 20:45:00,1.12654,1.12563,1.1264966
2021.12.14 21:00:00,1.12646,1.1255,1.1264291
2021.12.14 21:15:00,1.12635,1.1254,1.1261278
2021.12.14 21:30:00,1.1262,1.1254,1.1261302
2021.12.14 21:45:00,1.12611,1.1254,1.125969
2021.12.14 22:00:00,1.12586,1.1253,1.1257309
2021.12.14 22:15:00,1.12579,1.1253,1.1256907
2021.12.14 22:30:00,1.12566,1.1253,1.1255819
2021.12.14 22:45:00,1.12575,1.1253,1.1255554
2021.12.14 23:00:00,1.12581,1.12535,1.1254146
2021.12.14 23:15:00,1.12581,1.12542,1.1255344
2021.12.14 23:30:00,1.12589,1.12542,1.1255096
2021.12.14 23:45:00,1.12589,1.12543,1.125598
2021.12.15 00:00:00,1.12589,1.12543,1.1256647
2021.12.15 00:15:00,1.12589,1.1254,1.12562
2021.12.15 00:30:00,1.12583,1.12532,1.1257277
2021.12.15 00:45:00,1.12583,1.12532,1.1257246
2021.12.15 01:00:00,1.12583,1.12532,1.1256306
2021.12.15 01:15:00,1.12593,1.12532,1.1256242
2021.12.15 01:30:00,1.12607,1.12549,1.1255231
2021.12.15 01:45:00,1.12639,1.12563,1.1256508
2021.12.15 02:00:00,1.12675,1.12563,1.1256859
2021.12.15 02:15:00,1.12675,1.12572,1.1257844
2021.12.15 02:30:00,1.12675,1.12599,1.1259277
2021.12.15 02:45:00,1.12688,1.1263,1.1262084
2021.12.15 03:00:00,1.12691,1.12635,1.1264385
2021.12.15 03:15:00,1.12691,1.12638,1.1264926
2021.12.15 03:30:00,1.12691,1.12638,1.1265224
2021.12.15 03:45:00,1.12691,1.12615,1.1266987
2021.12.15 04:00:00,1.12685,1.12605,1.1267523
2021.12.15 04:15:00,1.12675,1.12593,1.1265719
2021.12.15 04:30:00,1.12675,1.12568,1.1265085
2021.12.15 04:45:00,1.12639,1.12568,1.1263747
2021.12.15 05:00:00,1.12621,1.12568,1.1261985
2021.12.15 05:15:00,1.12627,1.12568,1.1260458
2021.12.15 05:30:00,1.12637,1.12569,1.1258606
2021.12.15 05:45:00,1.12637,1.12569,1.1258558
2021.12.15 06:00:00,1.12642,1.12589,1.1258471
2021.12.15 06:15:00,1.12665,1.12608,1.126042
2021.12.15 06:30:00,1.1268,1.12624,1.1262254
2021.12.15 06:45:00,1.12702,1.12626,1.126281
2021.12.15 07:00:00,1.1272,1.12626,1.1263254
2021.12.15 07:15:00,1.1272,1.12658,1.1264758
2021.12.15 07:30:00,1.1272,1.12676,1.126676
2021.12.15 07:45:00,1.12722,1.12679,1.1268748
2021.12.15 08:00:00,1.12759,1.1268,1.1269071
2021.12.15 08:15:00,1.12759,1.12683,1.1269884
2021.12.15 08:30:00,1.12759,1.12672,1.1269996
2021.12.15 08:45:00,1.12759,1.12663,1.1270354
2021.12.15 09:00:00,1.12756,1.1262,1.1273079
2021.12.15 09:15:00,1.12742,1.1262,1.1272646
2021.12.15 09:30:00,1.12748,1.1262,1.1270072
2021.12.15 09:45:00,1.12748,1.1262,1.1268
2021.12.15 10:00:00,1.12748,1.12628,1.1265404
2021.12.15 10:15:00,1.12748,1.12681,1.1269516
2021.12.15 10:30:00,1.12764,1.12681,1.127156
2021.12.15 10:45:00,1.12764,1.12681,1.1271223
2021.12.15 11:00:00,1.12764,1.12691,1.1271032
2021.12.15 11:15:00,1.12764,1.12691,1.1272244
2021.12.15 11:30:00,1.12762,1.12688,1.1274313
2021.12.15 11:45:00,1.12762,1.12642,1.127361
2021.12.15 12:00:00,1.12762,1.12625,1.1271363
2021.12.15 12:15:00,1.12762,1.12625,1.1272569
2021.12.15 12:30:00,1.12703,1.12625,1.1271122
2021.12.15 12:45:00,1.12674,1.12625,1.1266867
2021.12.15 13:00:00,1.12692,1.12617,1.1265563
2021.12.15 13:15:00,1.12725,1.12617,1.1265949
2021.12.15 13:30:00,1.12751,1.12617,1.1264641
2021.12.15 13:45:00,1.12751,1.12617,1.1264832
2021.12.15 14:00:00,1.12751,1.12596,1.1266645
2021.12.15 14:15:00,1.12751,1.12577,1.126951
2021.12.15 14:30:00,1.12745,1.12552,1.1272359
2021.12.15 14:45:00,1.12698,1.12552,1.1270808
2021.12.15 15:00:00,1.12737,1.12552,1.1264857
2021.12.15 15:15:00,1.12737,1.12552,1.1261731
2021.12.15 15:30:00,1.12737,1.1258,1.1258993
2021.12.15 15:45:00,1.12737,1.1254,1.1263518
2021.12.15 16:00:00,1.12737,1.12493,1.1269554
2021.12.15 16:15:00,1.12674,1.12493,1.1266323
2021.12.15 16:30:00,1.12628,1.12493,1.1261622
2021.12.15 16:45:00,1.12628,1.12493,1.1258976
2021.12.15 17:00:00,1.12622,1.12473,1.1257421
2021.12.15 17:15:00,1.12622,1.12473,1.1257488
2021.12.15 17:30:00,1.12671,1.12473,1.1258281
2021.12.15 17:45:00,1.12671,1.12473,1.1257815
2021.12.15 18:00:00,1.12671,1.12494,1.1253862
2021.12.15 18:15:00,1.12671,1.12531,1.1256223
2021.12.15 18:30:00,1.1265,1.12531,1.1261044
2021.12.15 18:45:00,1.1265,1.12559,1.1259656
2021.12.15 19:00:00,1.1265,1.12573,1.1258917
2021.12.15 19:15:00,1.1265,1.12571,1.1259499
2021.12.15 19:30:00,1.12645,1.12564,1.126149
2021.12.15 19:45:00,1.12645,1.12553,1.1262014
2021.12.15 20:00:00,1.12608,1.12533,1.1260906
2021.12.15 20:15:00,1.12585,1.1221,1.1258484
2021.12.15 20:30:00,1.12585,1.1221,1.1257226
2021.12.15 20:45:00,1.12585,1.1221,1.1256189
2021.12.15 21:00:00,1.12744,1.1221,1.1256595
2021.12.15 21:15:00,1.12794,1.12237,1.1244866
2021.12.15 21:30:00,1.12907,1.12257,1.1235757
2021.12.15 21:45:00,1.12986,1.12422,1.1239592
2021.12.15 22:00:00,1.12986,1.12626,1.1260593
2021.12.15 22:15:00,1.12986,1.12728,1.1270849
2021.12.15 22:30:00,1.12986,1.12837,1.128349
2021.12.15 22:45:00,1.12951,1.12837,1.1290468
2021.12.15 23:00:00,1.12951,1.12866,1.1288226
2021.12.15 23:15:00,1.12951,1.12847,1.12901
2021.12.15 23:30:00,1.12939,1.12847,1.1292158
2021.12.15 23:45:00,1.12943,1.12847,1.1292816
2021.12.16 00:00:00,1.12943,1.12847,1.1292734
2021.12.16 00:15:00,1.12974,1.12857,1.1287736
2021.12.16 00:30:00,1.12979,1.12892,1.1289682
2021.12.16 00:45:00,1.12979,1.12892,1.129219
2021.12.16 01:00:00,1.12979,1.1289,1.129224
2021.12.16 01:15:00,1.12979,1.12834,1.1294838
2021.12.16 01:30:00,1.12937,1.12805,1.129288
2021.12.16 01:45:00,1.12929,1.12805,1.1292249
2021.12.16 02:00:00,1.12913,1.12805,1.1290375
2021.12.16 02:15:00,1.12869,1.12805,1.128643
2021.12.16 02:30:00,1.12884,1.12807,1.1283114
2021.12.16 02:45:00,1.12884,1.12807,1.128306
2021.12.16 03:00:00,1.12884,1.12812,1.1282275
2021.12.16 03:15:00,1.12892,1.12834,1.1284515
2021.12.16 03:30:00,1.12901,1.12834,1.1286516
2021.12.16 03:45:00,1.12901,1.12834,1.1285723
2021.12.16 04:00:00,1.12901,1.12834,1.1285676
2021.12.16 04:15:00,1.12901,1.12846,1.1287149
2021.12.16 04:30:00,1.1289,1.12846,1.1286901
2021.12.16 04:45:00,1.1289,1.12849,1.1285738
2021.12.16 05:00:00,1.1289,1.12848,1.128705
2021.12.16 05:15:00,1.12884,1.12843,1.128754
2021.12.16 05:30:00,1.12881,1.12829,1.1286905
2021.12.16 05:45:00,1.12886,1.12829,1.1286713
2021.12.16 06:00:00,1.12888,1.12829,1.128557
2021.12.16 06:15:00,1.12888,1.12829,1.1284927
2021.12.16 06:30:00,1.12888,1.12841,1.128443
2021.12.16 06:45:00,1.12888,1.12842,1.1286551
2021.12.16 07:00:00,1.12872,1.12842,1.1286359
2021.12.16 07:15:00,1.12872,1.12828,1.1285392
2021.12.16 07:30:00,1.12879,1.12828,1.1285971
2021.12.16 07:45:00,1.12886,1.12828,1.1285611
2021.12.16 08:00:00,1.12924,1.12828,1.1285241
2021.12.16 08:15:00,1.12964,1.12847,1.1284485
2021.12.16 08:30:00,1.13014,1.12873,1.1286342
2021.12.16 08:45:00,1.13057,1.12876,1.1287466
2021.12.16 09:00:00,1.13115,1.12894,1.1289847
2021.12.16 09:15:00,1.13115,1.12951,1.1293057
2021.12.16 09:30:00,1.13115,1.1299,1.1298189
2021.12.16 09:45:00,1.13115,1.1301,1.1302135
2021.12.16 10:00:00,1.13182,1.1301,1.1305034
2021.12.16 10:15:00,1.13183,1.1301,1.1304342
2021.12.16 10:30:00,1.13183,1.1301,1.1303219
2021.12.16 10:45:00,1.13183,1.13073,1.1305419
2021.12.16 11:00:00,1.13183,1.1311,1.1312895
2021.12.16 11:15:00,1.13162,1.1309,1.1314497
2021.12.16 11:30:00,1.13162,1.1309,1.1313357
2021.12.16 11:45:00,1.1316,1.13065,1.1312938
2021.12.16 12:00:00,1.1314,1.12956,1.131294
2021.12.16 12:15:00,1.13137,1.12918,1.1311133
2021.12.16 12:30:00,1.13116,1.12918,1.1310925
2021.12.16 12:45:00,1.13067,1.12897,1.1308196
2021.12.16 13:00:00,1.12993,1.12897,1.1301389
2021.12.16 13:15:00,1.13104,1.12897,1.1295649
2021.12.16 13:30:00,1.13104,1.12897,1.1294985
2021.12.16 13:45:00,1.13162,1.12905,1.1292961
2021.12.16 14:00:00,1.1343,1.12907,1.1293846
2021.12.16 14:15:00,1.1343,1.12967,1.1299913
2021.12.16 14:30:00,1.13463,1.1308,1.1304115
2021.12.16 14:45:00,1.13463,1.13132,1.1311055
2021.12.16 15:00:00,1.13586,1.13237,1.1324848
2021.12.16 15:15:00,1.13597,1.13306,1.1331007
2021.12.16 15:30:00,1.13597,1.13306,1.1339531
2021.12.16 15:45:00,1.13597,1.13301,1.1337403
2021.12.16 16:00:00,1.13597,1.13227,1.1349233
2021.12.16 16:15:00,1.13487,1.13227,1.134943
2021.12.16 16:30:00,1.13426,1.13035,1.1341767
2021.12.16 16:45:00,1.13357,1.12977,1.1334488
2021.12.16 17:00:00,1.13357,1.12977,1.1328162
2021.12.16 17:15:00,1.13302,1.12977,1.1328777
2021.12.16 17:30:00,1.13093,1.12977,1.1314046
2021.12.16 17:45:00,1.13121,1.12979,1.1302825
2021.12.16 18:00:00,1.13121,1.13004,1.1303823
2021.12.16 18:15:00,1.13121,1.13026,1.130586
2021.12.16 18:30:00,1.13121,1.13017,1.1306665
2021.12.16 18:45:00,1.13161,1.13017,1.1309109
2021.12.16 19:00:00,1.13189,1.13017,1.1308737
2021.12.16 19:15:00,1.13189,1.13017,1.1306775
2021.12.16 19:30:00,1.1319,1.13097,1.1307131
2021.12.16 19:45:00,1.1319,1.13139,1.1312435
2021.12.16 20:00:00,1.13211,1.13143,1.1315962
2021.12.16 20:15:00,1.13222,1.13143,1.1316304
2021.12.16 20:30:00,1.13222,1.13143,1.1315591
2021.12.16 20:45:00,1.13238,1.13175,1.1316828
2021.12.16 21:00:00,1.13254,1.13177,1.1318902
2021.12.16 21:15:00,1.13254,1.13177,1.1319546
2021.12.16 21:30:00,1.13299,1.13177,1.131975
2021.12.16 21:45:00,1.13349,1.13177,1.1321068
2021.12.16 22:00:00,1.13358,1.13181,1.1322143
2021.12.16 22:15:00,1.13358,1.13229,1.1321718
2021.12.16 22:30:00,1.13358,1.13297,1.1326627
2021.12.16 22:45:00,1.13358,1.13279,1.133149
2021.12.16 23:00:00,1.13332,1.13279,1.1332684
2021.12.16 23:15:00,1.1332,1.13218,1.1331384
2021.12.16 23:30:00,1.13333,1.13218,1.133026
2021.12.16 23:45:00,1.13333,1.13218,1.1328523
2021.12.17 00:00:00,1.13333,1.13218,1.1329778
2021.12.17 00:15:00,1.13333,1.13254,1.1326925
2021.12.17 00:30:00,1.13325,1.13271,1.132781
2021.12.17 00:45:00,1.13325,1.13271,1.1329116
2021.12.17 01:00:00,1.13342,1.13271,1.1329538
2021.12.17 01:15:00,1.13343,1.1328,1.1330035
2021.12.17 01:30:00,1.13343,1.1328,1.1330758
2021.12.17 01:45:00,1.13343,1.1328,1.1330682
2021.12.17 02:00:00,1.13343,1.13266,1.1332071
2021.12.17 02:15:00,1.13334,1.1325,1.1330827
2021.12.17 02:30:00,1.13314,1.13227,1.1331079
2021.12.17 02:45:00,1.13312,1.13211,1.1329331
